a,b,theta,D,rho,h,m_u,ks,kx,ky,omega
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,0.0,0.0,1176.3768067069248
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,1.5562094150231052,0.0,1176.1687786937637
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,3.1124188300462103,0.0,12.691490610429353
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,3.1124188300462103,0.0,1175.6355880600652
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,4.668628245069316,0.0,28.542775179380335
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,4.668628245069316,0.0,1175.0499843966168
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,6.224837660092421,0.0,50.67996095813647
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,6.224837660092421,0.0,1174.8674060046264
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,7.781047075115525,0.0,78.980151085592
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,7.781047075115525,0.0,1175.7294119490919
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,7.781047075115525,0.0,5015.949424373986
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,9.337256490138632,0.0,113.18735268241215
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,9.337256490138632,0.0,1178.4724997833453
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,9.337256490138632,0.0,4702.620466960903
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,10.893465905161737,0.0,152.83958826362004
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,10.893465905161737,0.0,1184.1450787801955
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,10.893465905161737,0.0,4401.110060358336
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,12.449675320184841,0.0,197.18411353150603
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,12.449675320184841,0.0,1194.0328189176864
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,12.449675320184841,0.0,4111.6593293829355
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,14.005884735207946,0.0,245.09098099498257
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,14.005884735207946,0.0,1209.6847312698153
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,14.005884735207946,0.0,3834.5647866270124
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,15.56209415023105,0.0,294.98826013858456
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,15.56209415023105,0.0,1232.9155005865418
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,15.56209415023105,0.0,3570.216087516318
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,17.118303565254156,0.0,344.8618542457843
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,17.118303565254156,0.0,1265.732250534797
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,17.118303565254156,0.0,3319.1542061740784
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,18.674512980277264,0.0,392.3769425010621
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,18.674512980277264,0.0,1310.1041405141088
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,18.674512980277264,0.0,3082.1760278779857
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,20.23072239530037,0.0,435.15391924290327
0.10093733604429934,0.11509878680441657,1.5707963267948966,22.185824779394576,2786.4430337892168,0.0015805866585222796,0.09896279748460107,51770.279819840296,20.23072239530037,0.0,1367.48086267239
